2024-12-02-18_24_43  Epoch: 0, Training Step: 0, Loss: 19.78216552734375, Learning Rate: 5e-05
2024-12-03-18_05_39  Epoch: 51, Training Step: 0, Loss: 1.7033323049545288, Learning Rate: 3.125e-05
2024-12-03-18_06_34  Epoch: 52, Training Step: 0, Loss: 3.030467987060547, Learning Rate: 3.125e-05
2024-12-03-18_07_28  Epoch: 53, Training Step: 0, Loss: 1.6379157304763794, Learning Rate: 3.125e-05
2024-12-03-18_08_22  Epoch: 54, Training Step: 0, Loss: 1.9356645345687866, Learning Rate: 3.125e-05
2024-12-03-18_09_16  Epoch: 55, Training Step: 0, Loss: 2.4308688640594482, Learning Rate: 3.125e-05
2024-12-03-18_10_11  Epoch: 56, Training Step: 0, Loss: 2.5013880729675293, Learning Rate: 3.125e-05
2024-12-03-18_11_06  Epoch: 57, Training Step: 0, Loss: 3.1355230808258057, Learning Rate: 3.125e-05
2024-12-03-18_12_00  Epoch: 58, Training Step: 0, Loss: 2.0957353115081787, Learning Rate: 3.125e-05
2024-12-03-18_12_54  Epoch: 59, Training Step: 0, Loss: 3.357607126235962, Learning Rate: 3.125e-05
2024-12-03-19_30_20  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 5e-05
2024-12-03-19_32_20  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 5e-05
2024-12-03-19_33_16  Epoch: 1, Training Step: 0, Loss: 17.0529727935791, Learning Rate: 0.0001
2024-12-03-19_38_01  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 5e-05
2024-12-03-19_38_59  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 5e-05
2024-12-03-19_42_45  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 5e-05
2024-12-03-20_00_53  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 5e-05
2024-12-04-10_48_21  Epoch: 0, Training Step: 0, Loss: 21.66695785522461, Learning Rate: 0.0001
2024-12-04-12_58_40  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 5e-05
2024-12-04-12_59_21  Epoch: 0, Training Step: 0, Loss: 21.66695785522461, Learning Rate: 0.0001
2024-12-04-13_00_24  Epoch: 1, Training Step: 0, Loss: 17.067977905273438, Learning Rate: 0.0002
2024-12-04-13_01_23  Epoch: 2, Training Step: 0, Loss: 8.593366622924805, Learning Rate: 0.0003
2024-12-04-13_02_23  Epoch: 3, Training Step: 0, Loss: 4.062265396118164, Learning Rate: 0.0004
2024-12-04-13_03_21  Epoch: 4, Training Step: 0, Loss: 3.594388246536255, Learning Rate: 0.0005
2024-12-04-13_04_21  Epoch: 5, Training Step: 0, Loss: 3.4948501586914062, Learning Rate: 0.0006
2024-12-04-13_05_20  Epoch: 6, Training Step: 0, Loss: 2.5102009773254395, Learning Rate: 0.0007
2024-12-04-13_06_19  Epoch: 7, Training Step: 0, Loss: 3.2846055030822754, Learning Rate: 0.0008
2024-12-04-13_07_18  Epoch: 8, Training Step: 0, Loss: 3.9016501903533936, Learning Rate: 0.0009000000000000001
2024-12-04-13_08_18  Epoch: 9, Training Step: 0, Loss: 3.4873015880584717, Learning Rate: 0.001
2024-12-04-13_09_16  Epoch: 10, Training Step: 0, Loss: 2.2664430141448975, Learning Rate: 0.001
2024-12-04-13_10_16  Epoch: 11, Training Step: 0, Loss: 2.9308583736419678, Learning Rate: 0.001
2024-12-04-13_11_15  Epoch: 12, Training Step: 0, Loss: 3.0130043029785156, Learning Rate: 0.001
2024-12-04-13_12_15  Epoch: 13, Training Step: 0, Loss: 2.221433162689209, Learning Rate: 0.001
2024-12-04-13_13_13  Epoch: 14, Training Step: 0, Loss: 2.8726437091827393, Learning Rate: 0.001
2024-12-04-13_14_13  Epoch: 15, Training Step: 0, Loss: 4.689309597015381, Learning Rate: 0.001
2024-12-04-13_15_12  Epoch: 16, Training Step: 0, Loss: 2.421314001083374, Learning Rate: 0.001
2024-12-04-13_16_12  Epoch: 17, Training Step: 0, Loss: 2.103144407272339, Learning Rate: 0.001
2024-12-04-13_17_11  Epoch: 18, Training Step: 0, Loss: 3.521981954574585, Learning Rate: 0.001
2024-12-04-13_18_11  Epoch: 19, Training Step: 0, Loss: 3.5466740131378174, Learning Rate: 0.001
2024-12-04-13_19_10  Epoch: 20, Training Step: 0, Loss: 2.7626936435699463, Learning Rate: 0.0005
2024-12-04-13_35_46  Epoch: 21, Training Step: 0, Loss: 2.596419095993042, Learning Rate: 0.0005
2024-12-04-14_54_57  Epoch: 22, Training Step: 0, Loss: 2.0934033393859863, Learning Rate: 0.0005
2024-12-04-14_56_00  Epoch: 23, Training Step: 0, Loss: 2.124268054962158, Learning Rate: 0.0005
2024-12-04-14_56_58  Epoch: 24, Training Step: 0, Loss: 2.2305893898010254, Learning Rate: 0.0005
2024-12-04-14_57_58  Epoch: 25, Training Step: 0, Loss: 1.8619941473007202, Learning Rate: 0.0005
2024-12-04-14_58_56  Epoch: 26, Training Step: 0, Loss: 2.9724810123443604, Learning Rate: 0.0005
2024-12-04-14_59_58  Epoch: 27, Training Step: 0, Loss: 3.0127017498016357, Learning Rate: 0.0005
2024-12-04-15_00_57  Epoch: 28, Training Step: 0, Loss: 2.2882392406463623, Learning Rate: 0.0005
2024-12-04-15_01_57  Epoch: 29, Training Step: 0, Loss: 2.7706174850463867, Learning Rate: 0.0005
2024-12-04-15_03_00  Epoch: 30, Training Step: 0, Loss: 2.9652578830718994, Learning Rate: 0.00025
2024-12-04-15_04_06  Epoch: 31, Training Step: 0, Loss: 1.9067516326904297, Learning Rate: 0.00025
2024-12-04-15_05_10  Epoch: 32, Training Step: 0, Loss: 1.6220389604568481, Learning Rate: 0.00025
2024-12-04-15_06_12  Epoch: 33, Training Step: 0, Loss: 1.9311943054199219, Learning Rate: 0.00025
2024-12-04-15_07_13  Epoch: 34, Training Step: 0, Loss: 2.061161994934082, Learning Rate: 0.00025
2024-12-04-15_08_11  Epoch: 35, Training Step: 0, Loss: 1.8381470441818237, Learning Rate: 0.00025
2024-12-04-15_09_12  Epoch: 36, Training Step: 0, Loss: 2.1995038986206055, Learning Rate: 0.00025
2024-12-04-15_10_10  Epoch: 37, Training Step: 0, Loss: 1.6463215351104736, Learning Rate: 0.00025
2024-12-04-15_11_07  Epoch: 38, Training Step: 0, Loss: 2.4297635555267334, Learning Rate: 0.00025
2024-12-04-15_12_07  Epoch: 39, Training Step: 0, Loss: 2.3546345233917236, Learning Rate: 0.00025
2024-12-04-15_13_07  Epoch: 40, Training Step: 0, Loss: 2.81234073638916, Learning Rate: 0.000125
2024-12-04-15_14_06  Epoch: 41, Training Step: 0, Loss: 2.365670919418335, Learning Rate: 0.000125
2024-12-04-15_15_05  Epoch: 42, Training Step: 0, Loss: 1.930809736251831, Learning Rate: 0.000125
2024-12-04-15_16_04  Epoch: 43, Training Step: 0, Loss: 2.130502462387085, Learning Rate: 0.000125
2024-12-04-15_17_04  Epoch: 44, Training Step: 0, Loss: 2.449140787124634, Learning Rate: 0.000125
2024-12-04-15_18_04  Epoch: 45, Training Step: 0, Loss: 1.6904866695404053, Learning Rate: 0.000125
2024-12-04-15_19_03  Epoch: 46, Training Step: 0, Loss: 1.654831886291504, Learning Rate: 0.000125
2024-12-04-15_20_02  Epoch: 47, Training Step: 0, Loss: 1.9376285076141357, Learning Rate: 0.000125
2024-12-04-15_21_01  Epoch: 48, Training Step: 0, Loss: 1.6766592264175415, Learning Rate: 0.000125
2024-12-04-15_22_00  Epoch: 49, Training Step: 0, Loss: 2.1546409130096436, Learning Rate: 0.000125
2024-12-04-15_22_59  Epoch: 50, Training Step: 0, Loss: 1.8143635988235474, Learning Rate: 6.25e-05
2024-12-04-15_23_59  Epoch: 51, Training Step: 0, Loss: 1.815845251083374, Learning Rate: 6.25e-05
2024-12-04-15_24_58  Epoch: 52, Training Step: 0, Loss: 1.8749462366104126, Learning Rate: 6.25e-05
2024-12-04-15_25_58  Epoch: 53, Training Step: 0, Loss: 1.5027234554290771, Learning Rate: 6.25e-05
2024-12-04-15_26_56  Epoch: 54, Training Step: 0, Loss: 2.1418707370758057, Learning Rate: 6.25e-05
2024-12-04-15_28_00  Epoch: 55, Training Step: 0, Loss: 1.8897762298583984, Learning Rate: 6.25e-05
2024-12-04-15_29_00  Epoch: 56, Training Step: 0, Loss: 2.001861810684204, Learning Rate: 6.25e-05
2024-12-04-15_30_01  Epoch: 57, Training Step: 0, Loss: 2.092970609664917, Learning Rate: 6.25e-05
2024-12-04-15_31_01  Epoch: 58, Training Step: 0, Loss: 2.5375616550445557, Learning Rate: 6.25e-05
2024-12-04-15_32_03  Epoch: 59, Training Step: 0, Loss: 2.1373867988586426, Learning Rate: 6.25e-05
2024-12-04-15_33_02  Epoch: 60, Training Step: 0, Loss: 2.457061290740967, Learning Rate: 3.125e-05
2024-12-04-15_34_04  Epoch: 61, Training Step: 0, Loss: 2.0577032566070557, Learning Rate: 3.125e-05
2024-12-04-15_35_05  Epoch: 62, Training Step: 0, Loss: 2.1677262783050537, Learning Rate: 3.125e-05
2024-12-04-15_36_05  Epoch: 63, Training Step: 0, Loss: 1.9919039011001587, Learning Rate: 3.125e-05
2024-12-04-15_37_03  Epoch: 64, Training Step: 0, Loss: 2.3112282752990723, Learning Rate: 3.125e-05
2024-12-04-15_38_02  Epoch: 65, Training Step: 0, Loss: 1.7110450267791748, Learning Rate: 3.125e-05
2024-12-04-15_39_01  Epoch: 66, Training Step: 0, Loss: 2.6932778358459473, Learning Rate: 3.125e-05
2024-12-04-15_40_00  Epoch: 67, Training Step: 0, Loss: 2.0882322788238525, Learning Rate: 3.125e-05
2024-12-04-15_40_59  Epoch: 68, Training Step: 0, Loss: 1.608039140701294, Learning Rate: 3.125e-05
2024-12-04-15_41_59  Epoch: 69, Training Step: 0, Loss: 1.624708890914917, Learning Rate: 3.125e-05
2024-12-04-15_42_57  Epoch: 70, Training Step: 0, Loss: 2.2375102043151855, Learning Rate: 1.5625e-05
2024-12-04-15_43_57  Epoch: 71, Training Step: 0, Loss: 2.083549976348877, Learning Rate: 1.5625e-05
2024-12-04-15_44_55  Epoch: 72, Training Step: 0, Loss: 1.8261375427246094, Learning Rate: 1.5625e-05
2024-12-04-15_45_55  Epoch: 73, Training Step: 0, Loss: 1.9894142150878906, Learning Rate: 1.5625e-05
2024-12-04-15_46_53  Epoch: 74, Training Step: 0, Loss: 1.3466558456420898, Learning Rate: 1.5625e-05
2024-12-04-15_47_53  Epoch: 75, Training Step: 0, Loss: 1.804291009902954, Learning Rate: 1.5625e-05
2024-12-04-15_48_52  Epoch: 76, Training Step: 0, Loss: 1.605778694152832, Learning Rate: 1.5625e-05
2024-12-04-15_49_52  Epoch: 77, Training Step: 0, Loss: 2.9733407497406006, Learning Rate: 1.5625e-05
2024-12-04-15_50_52  Epoch: 78, Training Step: 0, Loss: 2.262941360473633, Learning Rate: 1.5625e-05
2024-12-04-15_51_55  Epoch: 79, Training Step: 0, Loss: 1.707861304283142, Learning Rate: 1.5625e-05
2024-12-04-15_53_13  Epoch: 80, Training Step: 0, Loss: 2.242830276489258, Learning Rate: 7.8125e-06
2024-12-04-15_54_27  Epoch: 81, Training Step: 0, Loss: 1.5348989963531494, Learning Rate: 7.8125e-06
2024-12-04-15_55_43  Epoch: 82, Training Step: 0, Loss: 1.8601657152175903, Learning Rate: 7.8125e-06
2024-12-04-15_56_57  Epoch: 83, Training Step: 0, Loss: 3.028426170349121, Learning Rate: 7.8125e-06
2024-12-04-15_58_10  Epoch: 84, Training Step: 0, Loss: 1.7640730142593384, Learning Rate: 7.8125e-06
2024-12-04-15_59_24  Epoch: 85, Training Step: 0, Loss: 1.985243558883667, Learning Rate: 7.8125e-06
2024-12-04-17_25_56  Epoch: 86, Training Step: 0, Loss: 2.435704469680786, Learning Rate: 7.8125e-06
2024-12-04-17_27_17  Epoch: 87, Training Step: 0, Loss: 2.3947718143463135, Learning Rate: 7.8125e-06
2024-12-04-17_28_42  Epoch: 88, Training Step: 0, Loss: 1.9906537532806396, Learning Rate: 7.8125e-06
2024-12-04-17_30_00  Epoch: 89, Training Step: 0, Loss: 1.736721396446228, Learning Rate: 7.8125e-06
2024-12-04-17_31_17  Epoch: 90, Training Step: 0, Loss: 2.2518885135650635, Learning Rate: 3.90625e-06
2024-12-04-17_32_18  Epoch: 91, Training Step: 0, Loss: 1.7398366928100586, Learning Rate: 3.90625e-06
2024-12-04-17_33_17  Epoch: 92, Training Step: 0, Loss: 2.3193318843841553, Learning Rate: 3.90625e-06
2024-12-04-17_34_19  Epoch: 93, Training Step: 0, Loss: 2.427192449569702, Learning Rate: 3.90625e-06
2024-12-04-17_35_19  Epoch: 94, Training Step: 0, Loss: 2.0358448028564453, Learning Rate: 3.90625e-06
2024-12-04-17_36_19  Epoch: 95, Training Step: 0, Loss: 2.0392773151397705, Learning Rate: 3.90625e-06
2024-12-04-17_37_19  Epoch: 96, Training Step: 0, Loss: 1.9285216331481934, Learning Rate: 3.90625e-06
2024-12-04-17_38_18  Epoch: 97, Training Step: 0, Loss: 1.8298310041427612, Learning Rate: 3.90625e-06
2024-12-04-17_39_18  Epoch: 98, Training Step: 0, Loss: 2.5639069080352783, Learning Rate: 3.90625e-06
2024-12-04-17_40_18  Epoch: 99, Training Step: 0, Loss: 2.107034921646118, Learning Rate: 3.90625e-06
2024-12-04-19_17_44  Epoch: 0, Training Step: 0, Loss: 21.66695785522461, Learning Rate: 0.0001
2024-12-09-11_30_35  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 0.0005
2024-12-09-11_46_55  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 0.0005
2024-12-09-11_47_50  Epoch: 1, Training Step: 0, Loss: 3.505239725112915, Learning Rate: 0.0005
2024-12-09-11_50_52  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 0.0005
2024-12-09-16_38_42  Epoch: 0, Training Step: 0, Loss: 22.145164489746094, Learning Rate: 0.0005
2024-12-09-16_39_39  Epoch: 1, Training Step: 0, Loss: 3.505239725112915, Learning Rate: 0.0005
